id,group_id,label,tf_snippet
1.log::f10,1.log,0,"resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-k8""
  address_space       = [""10.8.7.0/24""]
  location = ""eastus2""
  resource_group_name = ""rg-prod-eastus-ut""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-prod-0c""
  resource_group_name = ""rg-prod-eastus-vs""
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.2.3.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-4f""
  location = ""westeurope""
  resource_group_name = ""rg-prod-eastus-8c""

  ip_configuration {
    name = ""internal-gv""
    private_ip_address_allocation = ""eastus""
    # intentionally no subnet reference here
  }
}"
1.log::f11,1.log,0,"# generated 2025-08-08T07:16:18.518919+00:00
resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-cx""
  address_space       = [""10.9.9.0/24""]
  location = ""uksouth""
  resource_group_name = ""rg-prod-eastus-ul""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-prod-jy""
  resource_group_name = ""rg-prod-eastus-lj""
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.0.9.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-ex""
  location = ""uksouth""
  resource_group_name = ""rg-prod-eastus-q7""

  ip_configuration {
    name = ""internal-7a""
    private_ip_address_allocation = ""eastus""
    # intentionally no subnet reference here
  }
}
# eof
"
2.log::f00,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-75""
  resource_group_name = ""rg-app-eastus-5n""
  virtual_network_name = ""vnet-app-f4""
  address_prefixes     = [""10.4.2.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
2.log::f01,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-yt""
  resource_group_name = ""rg-app-eastus-7d""
  virtual_network_name = ""vnet-app-5j""
  address_prefixes     = [""10.8.0.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
2.log::f02,2.log,0,"# generated 2025-08-08T07:16:18.518919+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-kh""
  resource_group_name = ""rg-app-eastus-my""
  virtual_network_name = ""vnet-app-4s""
  address_prefixes     = [""10.2.4.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
2.log::f03,2.log,0,"# generated 2025-08-08T07:16:18.518919+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-w3""
  resource_group_name = ""rg-app-eastus-bm""
  virtual_network_name = ""vnet-app-e9""
  address_prefixes     = [""10.0.1.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f04,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-ac""
  resource_group_name = ""rg-app-eastus-56""
  virtual_network_name = ""vnet-app-t4""
  address_prefixes     = [""10.6.8.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f05,2.log,0,"# generated 2025-08-08T07:16:18.518919+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-l6""
  resource_group_name = ""rg-app-eastus-24""
  virtual_network_name = ""vnet-app-6h""
  address_prefixes     = [""10.2.0.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f06,2.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-90""
  resource_group_name = ""rg-app-eastus-7i""
  virtual_network_name = ""vnet-app-f2""
  address_prefixes     = [""10.8.6.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f07,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-2o""
  resource_group_name = ""rg-app-eastus-y0""
  virtual_network_name = ""vnet-app-if""
  address_prefixes     = [""10.2.5.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f08,2.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-i3""
  resource_group_name = ""rg-app-eastus-qk""
  virtual_network_name = ""vnet-app-2i""
  address_prefixes     = [""10.0.7.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}
# eof
"
2.log::f09,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-58""
  resource_group_name = ""rg-app-eastus-kx""
  virtual_network_name = ""vnet-app-o9""
  address_prefixes     = [""10.5.4.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
2.log::f10,2.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-g8""
  resource_group_name = ""rg-app-eastus-jd""
  virtual_network_name = ""vnet-app-p0""
  address_prefixes     = [""10.1.4.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
2.log::f11,2.log,0,"resource ""azurerm_subnet"" ""web"" {
  name = ""web-subnet-nu""
  resource_group_name = ""rg-app-eastus-jz""
  virtual_network_name = ""vnet-app-a7""
  address_prefixes     = [""10.8.1.0/24""]
}

# Association references a route table that is not defined
resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  route_table_id = azurerm_route_table.rt-app.id
}"
3.log::f00,3.log,0,"provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-0y""
  resource_group_name = ""rg-sec-nc""
}
# eof
"
3.log::f01,3.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-l4""
  resource_group_name = ""rg-sec-zk""
}
# eof
"
3.log::f02,3.log,0,"provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-ok""
  resource_group_name = ""rg-sec-ep""
}"
3.log::f03,3.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-6w""
  resource_group_name = ""rg-sec-kt""
}
# eof
"
3.log::f04,3.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-pu""
  resource_group_name = ""rg-sec-xq""
}
# eof
"
3.log::f05,3.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-r6""
  resource_group_name = ""rg-sec-2g""
}"
3.log::f06,3.log,0,"provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-wm""
  resource_group_name = ""rg-sec-31""
}
# eof
"
3.log::f07,3.log,0,"provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-ha""
  resource_group_name = ""rg-sec-ir""
}
# eof
"
3.log::f08,3.log,0,"# generated 2025-08-08T07:16:18.520198+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-ow""
  resource_group_name = ""rg-sec-gz""
}
# eof
"
3.log::f09,3.log,0,"# generated 2025-08-08T07:16:18.521557+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-xa""
  resource_group_name = ""rg-sec-11""
}
# eof
"
3.log::f10,3.log,0,"# generated 2025-08-08T07:16:18.521557+00:00
provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-g8""
  resource_group_name = ""rg-sec-sb""
}"
3.log::f11,3.log,0,"provider ""azurerm"" {
  features {}
  # likely missing/invalid credentials or wrong scope
}

data ""azurerm_virtual_network"" ""target"" {
  name = ""vnet-sec-q2""
  resource_group_name = ""rg-sec-y9""
}"
4.log::f00,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-36""
  location = ""westeurope""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-p6""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-qf""
  address_prefixes     = [""10.7.9.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-5q""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-14""
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-j1""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-ri""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
4.log::f01,4.log,0,"# generated 2025-08-08T07:16:18.521557+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-6c""
  location = ""eastus""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-fn""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-fh""
  address_prefixes     = [""10.5.5.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-ol""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-qc""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-3o""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-18""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
4.log::f02,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-14""
  location = ""eastus2""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-8p""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-0t""
  address_prefixes     = [""10.5.4.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-vh""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-hp""
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-bm""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-yo""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
4.log::f03,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-6v""
  location = ""westeurope""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-xd""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-p5""
  address_prefixes     = [""10.8.0.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-gj""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-lq""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-m5""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-k8""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
4.log::f04,4.log,0,"# generated 2025-08-08T07:16:18.522871+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-9m""
  location = ""japaneast""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-x2""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-x1""
  address_prefixes     = [""10.8.0.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-8h""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-af""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-ey""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-uh""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
4.log::f05,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-8d""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-al""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-y8""
  address_prefixes     = [""10.1.2.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-oz""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-cy""
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-wd""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-14""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
4.log::f06,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-tx""
  location = ""japaneast""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-cx""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-ap""
  address_prefixes     = [""10.0.5.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-rp""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-n6""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-qf""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-gs""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
4.log::f07,4.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-p0""
  location = ""eastus2""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-j4""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-3d""
  address_prefixes     = [""10.7.7.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-5i""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-qv""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-nb""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-4g""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
4.log::f08,4.log,0,"# generated 2025-08-08T07:16:18.522871+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-us""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-gi""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-ot""
  address_prefixes     = [""10.9.4.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-ir""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-zq""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-ak""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-oi""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
4.log::f09,4.log,0,"# generated 2025-08-08T07:16:18.523879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-lz""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-jj""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-eg""
  address_prefixes     = [""10.6.8.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-et""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-1g""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-hr""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-09""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
4.log::f10,4.log,0,"# generated 2025-08-08T07:16:18.523879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-ig""
  location = ""westeurope""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-at""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-j9""
  address_prefixes     = [""10.3.4.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-tz""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-e5""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-r5""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-uq""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
